id,label,value,label1
2,trancas,1,tranc
1,trancou,1,tranc
1,flertando,2,jk
3,flertei,1,jk
0,jk,9,jk
2,namorando,2,jk
4,namorava,1,jk
1,favela,3,pared
2,linda,3,pared
3,parede,1,pared
0,paredes,3,pared
3,abandonada,1,conchinh
0,conchinha,8,conchinh
1,dormindo,3,conchinh
2,dormir,1,conchinh
2,amor,1,lug
3,bonito,1,lug
0,lugar,7,lug
1,lugares,1,lug
5,acho,1,sinal
2,fazendo,8,sinal
6,fazer,1,sinal
4,fazia,2,sinal
3,namorando,6,sinal
0,sinal,23,sinal
1,tatuagem,13,sinal
5,amigos,1,chov
0,chovendo,3,chov
2,chover,1,chov
1,choveu,2,chov
4,comecava,1,chov
3,comecou,1,chov
1,baseado,2,voand
2,fumando,2,voand
0,voando,9,voand
2,chorando,1,mama
1,ia,3,mama
0,mamae,5,mama
1,chova,1,florip
0,floripa,5,florip
2,morando,1,florip
4,jimin,2,selfi
1,postado,3,selfi
3,postava,2,selfi
2,postou,2,selfi
0,selfie,8,selfi
2,apaixonada,3,apaixon
0,apaixonado,5,apaixon
1,menina,5,apaixon
4,menino,2,apaixon
5,namorando,1,apaixon
3,namorava,3,apaixon
0,barbie,3,barbi
1,castelo,3,barbi
3,diamante,1,barbi
2,diamantes,2,barbi
0,casa,6,invad
1,invadiam,2,invad
4,invadido,1,invad
5,invadindo,1,invad
2,invadir,2,invad
6,invadiu,1,invad
3,tentava,2,invad
2,aconteceu,2,paralis
0,paralisia,8,paralis
1,sono,8,paralis
5,baleia,1,tax
1,shein,2,tax
4,taxa,1,tax
0,taxada,3,tax
3,taxado,1,tax
2,taxi,1,tax
6,amem,1,menstru
1,gravida,2,menstru
0,menstruada,4,menstru
4,menstruado,1,menstru
5,menstruando,1,menstru
3,menstruava,1,menstru
2,menstruei,1,menstru
1,casamento,1,duba
0,dubai,5,duba
2,feliz,1,duba
2,comigo,3,elev
5,despencando,1,elev
4,despencar,1,elev
1,despencava,3,elev
3,despencou,1,elev
0,elevador,8,elev
0,hetero,7,heter
2,pegando,1,heter
3,pegas,1,heter
1,top,6,heter
3,aceito,1,constru
1,casa,3,constru
2,construia,1,constru
0,construindo,3,constru
2,comendo,3,sush
1,comer,3,sush
4,comia,1,sush
3,ia,2,sush
0,sushi,8,sush
2,flamengo,3,jj
0,jj,5,jj
4,voltado,1,jj
3,voltar,1,jj
1,voltava,3,jj
6,anitta,1,chat
2,chata,2,chat
0,chateada,3,chat
4,chateado,1,chat
3,chatear,1,chat
5,chato,1,chat
1,ficava,2,chat
2,doido,1,shelby
0,shelby,4,shelby
1,thomas,4,shelby
3,namorando,1,nick
2,namorava,3,nick
1,nelson,7,nick
0,nick,8,nick
2,bahia,2,vasc
1,ganhava,6,vasc
0,vasco,9,vasc
2,ganhado,2,golden
1,ganhava,3,golden
0,golden,6,golden
3,quero,2,golden
3,achando,1,banguel
0,banguela,4,banguel
2,ficado,1,banguel
1,ficava,2,banguel
2,acordar,3,grec
0,grecia,5,grec
1,ia,4,grec
0,cabelao,4,cabela
1,cara,1,cabela
2,cintura,1,cabela
2,afilhados,1,parqu
1,diversoes,5,parqu
0,parque,6,parqu
0,dado,2,dad
2,pessoa,1,dad
1,unfollow,2,dad
0,conteudo,2,conteud
1,dei,2,conteud
2,dia,2,conteud
0,feira,13,feir
5,feiras,1,feir
3,semana,2,feir
1,sexta,8,feir
2,terca,4,feir
6,tercas,1,feir
7,terceira,1,feir
4,vai,2,feir
2,amiga,1,cyrus
0,cyrus,7,cyrus
1,miley,7,cyrus
2,conheci,1,xam
3,conhecia,1,xam
1,namorando,2,xam
0,xama,7,xam
0,gustavo,6,gustav
2,irma,1,gustav
1,lima,6,gustav
4,abriu,1,paraqued
0,paraquedas,6,paraqued
1,pulando,4,paraqued
2,pulava,1,paraqued
3,pulei,1,paraqued
1,casa,1,kindl
2,encontrava,1,kindl
0,kindle,4,kindl
0,dar,8,dar
1,namoro,7,dar
2,vai,7,dar
4,clube,2,futebol
0,futebol,14,futebol
2,jogando,3,futebol
7,jogar,1,futebol
5,jogaria,1,futebol
1,jogava,4,futebol
6,jogavam,1,futebol
3,jogo,2,futebol
0,gravida,2,perturb
2,meses,2,perturb
1,perturbada,2,perturb
3,perturbador,1,perturb
4,perturbando,1,perturb
5,perturbar,1,perturb
2,celular,1,desbloqu
3,chefe,1,desbloqu
0,desbloqueado,3,desbloqu
1,desbloqueava,1,desbloqu
2,anestesia,1,coba
1,cobaia,1,coba
0,cobaias,3,coba
3,dia,1,coba
0,mogai,4,moga
1,onceler,4,moga
2,amanhecer,1,pattinson
0,pattinson,7,pattinson
1,robert,7,pattinson
2,anitta,1,manu
0,manu,4,manu
1,rios,3,manu
4,anos,1,ensin
0,ensino,7,ensin
3,volta,1,ensin
1,voltado,4,ensin
2,voltar,2,ensin
0,europa,3,europ
1,indo,1,europ
2,morava,1,europ
0,coreia,4,cor
2,defendendo,1,cor
1,norte,4,cor
0,bolsa,6,bols
3,bolsas,1,bols
1,estourado,3,bols
6,estourar,1,bols
5,estourava,1,bols
4,estourou,1,bols
2,gravida,2,bols
7,gravido,1,bols
2,academia,1,gomez
0,gomez,6,gomez
1,selena,6,gomez
3,dormindo,1,panic
1,gravida,2,panic
2,panic,1,panic
0,panico,4,panic
2,amiga,2,britney
0,britney,3,britney
1,spears,3,britney
3,bonito,1,hamst
2,comendo,1,hamst
1,comer,1,hamst
0,hamster,5,hamst
3,indo,1,rav
0,rave,3,rav
2,saudade,1,rav
1,saudades,2,rav
0,bozo,3,boz
1,pesadelo,3,boz
2,reeleito,3,boz
2,cara,1,merd
1,carol,2,merd
0,merda,5,merd
0,barriga,8,barrig
2,facada,2,barrig
1,gravida,3,barrig
0,camarao,6,camara
3,comendo,2,camara
4,comeu,1,camara
2,comia,2,camara
1,comprando,2,camara
5,comprar,1,camara
3,carne,1,unha
1,quebrado,2,unha
2,quebrei,2,unha
0,unha,5,unha
3,amiga,1,clon
1,clonado,4,clon
2,clonaram,1,clon
0,whatsapp,5,clon
0,fone,2,fon
1,funcionava,2,fon
2,lados,2,fon
0,banho,4,banh
2,bebe,2,banh
1,dando,3,banh
2,dupla,2,jorg
0,jorge,4,jorg
1,mateus,4,jorg
1,casas,1,olhand
0,olhando,3,olhand
2,sabe,1,olhand
1,lago,1,ser
2,lindo,1,ser
0,sereia,3,ser
2,abria,1,along
1,alongando,1,along
0,alongar,2,along
3,conseguia,1,along
1,eclipse,9,vi
2,lua,2,vi
0,vi,10,vi
0,desejo,3,desej
1,gravida,3,desej
2,linn,3,desej
