id,label,value,label1
2,ler,2,lend
4,livraria,1,lend
1,livro,6,lend
3,livros,1,lend
0,billie,9,billi
1,morrer,2,billi
2,querendo,2,billi
0,luisa,42,luis
2,show,5,luis
1,sonza,42,luis
4,alguem,6,cham
13,chama,1,cham
7,chamada,3,cham
8,chamado,3,cham
14,chamados,1,cham
5,chamando,5,cham
9,chamar,2,cham
12,chamas,1,cham
0,chamava,16,cham
15,chamavam,1,cham
11,chamou,2,cham
6,lembrando,4,cham
2,lembrar,7,cham
10,lembrava,2,cham
1,lembrei,11,cham
3,lembro,6,cham
9,carrao,1,dirig
8,carrinho,1,dirig
1,carro,15,dirig
7,dirigi,1,dirig
3,dirigia,13,dirig
6,dirigido,1,dirig
0,dirigindo,44,dirig
2,dirigir,14,dirig
4,onibus,5,dirig
5,sabia,4,dirig
3,falado,2,ter
5,falar,1,ter
2,falava,4,ter
1,ia,48,ter
0,ter,62,ter
4,terem,1,ter
2,cara,3,sequestr
0,sequestrada,12,sequestr
1,sequestrar,6,sequestr
5,sequestraram,1,sequestr
3,sequestrava,2,sequestr
4,tentava,2,sequestr
7,tentavam,1,sequestr
6,tentou,1,sequestr
5,cara,3,trans
8,caramba,1,trans
9,carencia,1,trans
7,carnaval,1,trans
10,carro,1,trans
3,gente,4,trans
6,transado,1,trans
1,transando,13,trans
4,transar,3,trans
0,transava,15,trans
2,transei,7,trans
11,ajuda,1,lut
12,ajudando,1,lut
9,ajudar,1,lut
10,ajudava,1,lut
3,gente,6,lut
6,luta,3,lut
0,lutando,12,lut
1,lutar,7,lut
8,lutas,1,lut
2,lutava,7,lut
7,lute,2,lut
5,lutei,3,lut
4,luto,5,lut
0,acidente,17,acident
2,carro,6,acident
4,sofri,4,acident
1,sofria,8,acident
3,sofrido,5,acident
2,ia,5,jao
0,jao,18,jao
1,show,14,jao
3,acabado,2,acab
1,acabando,8,acab
2,acabava,4,acab
4,acabou,2,acab
5,luz,2,acab
0,mundo,13,acab
2,grupo,3,k
0,k,10,k
1,pop,10,k
1,bebe,8,rihann
4,nascia,3,rihann
3,nascido,3,rihann
2,paria,3,rihann
5,parido,2,rihann
6,pariu,1,rihann
0,rihanna,17,rihann
3,jacare,1,normal
0,normal,4,normal
1,voltado,2,normal
2,voltava,1,normal
1,cachorro,1,fumant
2,certeza,1,fumant
0,fumante,6,fumant
0,hora,11,hor
4,horas,1,hor
2,perdi,5,hor
1,perdia,6,hor
5,perdido,1,hor
3,sabado,3,hor
6,amiga,5,rol
8,amigos,5,rol
2,casa,9,rol
13,casar,1,rol
12,castro,1,rol
10,rola,3,rol
1,rolando,13,rol
5,rolar,5,rol
9,rolava,4,rol
0,role,89,rol
11,rolei,1,rol
7,roles,5,rol
3,rolo,8,rol
4,rolou,6,rol
0,barba,15,barb
4,barbearia,1,barb
2,bigode,2,barb
3,tirado,2,barb
1,tirava,2,barb
5,tirei,1,barb
3,faculdade,6,professor
2,historia,6,professor
1,professor,35,professor
0,professora,36,professor
5,professoras,1,professor
4,professores,5,professor
7,acontecer,1,program
6,acontecido,1,program
1,fazendo,2,program
5,fazia,1,program
0,programa,12,program
2,programador,1,program
4,programando,1,program
3,programas,1,program
1,acordar,1,piolh
2,ivan,1,piolh
0,piolhos,6,piolh
10,aprendendo,1,mot
3,comprado,2,mot
4,comprar,1,mot
2,comprava,3,mot
7,comprei,1,mot
8,ganhando,1,mot
9,ganhava,1,mot
0,moto,17,mot
1,pilotando,4,mot
6,pilotar,1,mot
5,pilotava,1,mot
3,caramba,3,pern
2,dor,4,pern
4,dormia,1,pern
0,perna,20,pern
1,pernas,5,pern
10,namorada,2,ped
14,namorado,1,ped
5,namorar,4,ped
13,namorava,1,ped
0,namoro,38,ped
8,pedi,2,ped
2,pedia,13,ped
9,pediam,2,ped
1,pedida,16,ped
4,pedido,7,ped
7,pedindo,2,ped
12,pedir,1,ped
11,pediram,1,ped
3,pediu,9,ped
15,quer,1,ped
6,queria,4,ped
16,quero,1,ped
0,tiktok,3,tiktok
3,video,1,tiktok
4,videos,1,tiktok
1,viralizado,2,tiktok
2,viralizavam,1,tiktok
0,amamentando,13,amament
2,amamentava,3,amament
1,bebe,8,amament
3,crianca,3,amament
4,abracava,1,socorr
2,abracei,1,socorr
3,abraco,1,socorr
1,gente,3,socorr
0,socorro,17,socorr
1,desesperada,2,faculdad
2,estudar,1,faculdad
3,estudava,1,faculdad
0,faculdade,12,faculdad
3,amigos,1,ital
0,italia,9,ital
1,morando,1,ital
2,morava,1,ital
0,mcfly,7,mcfly
1,show,7,mcfly
2,vou,3,mcfly
2,gravida,3,vez
4,namorado,1,vez
1,namorando,3,vez
3,namorava,2,vez
0,vezes,14,vez
5,comecando,1,traumatiz
6,comecavam,1,traumatiz
4,comecei,1,traumatiz
2,namorar,2,traumatiz
0,traumatizada,8,traumatiz
1,traumatizado,2,traumatiz
3,traumatizou,1,traumatiz
5,achando,1,cancel
3,cancela,1,cancel
0,cancelada,4,cancel
1,cancelado,4,cancel
4,cancelar,1,cancel
2,sendo,2,cancel
2,acontece,1,ruim
4,acontecer,1,ruim
5,aconteceu,1,ruim
3,acontecia,1,ruim
1,pesadelo,4,ruim
0,ruim,41,ruim
7,acordado,1,atras
8,acordava,1,atras
0,atrasada,10,atras
2,atrasado,4,atras
4,atrasando,1,atras
1,atrasava,4,atras
5,atrasei,1,atras
6,trabalhar,1,atras
3,trabalho,3,atras
4,alguem,3,tent
11,mata,1,tent
13,matado,1,tent
12,matando,1,tent
0,matar,34,tent
6,matava,2,tent
10,tentado,1,tent
1,tentando,15,tent
7,tentar,2,tent
8,tentaram,2,tent
2,tentava,11,tent
3,tentavam,5,tent
9,tentei,1,tent
5,tentou,3,tent
13,ficado,1,grit
18,ficamos,1,grit
16,ficando,1,grit
9,ficar,2,grit
3,ficava,5,grit
12,grita,1,grit
14,gritado,1,grit
0,gritando,43,grit
5,gritar,4,grit
11,gritaram,1,grit
8,gritaria,2,grit
1,gritava,15,grit
6,gritavam,3,grit
2,gritei,6,grit
15,grito,1,grit
7,gritou,3,grit
20,queremos,1,grit
19,querer,1,grit
4,queria,5,grit
10,queriam,2,grit
17,quero,1,grit
0,cat,14,cat
1,doja,14,cat
3,morreu,1,cat
2,morrido,2,cat
1,desesperada,12,desesper
3,desesperador,3,desesper
2,desespero,6,desesper
0,gravida,21,desesper
4,pensa,2,desesper
1,beira,1,rio
2,dia,1,rio
0,rio,7,rio
2,flamengo,6,jesus
0,jesus,8,jesus
3,voltado,1,jesus
1,voltava,7,jesus
6,arrumada,3,arrum
5,arrumado,4,arrum
0,arrumando,11,arrum
1,arrumar,8,arrum
2,arrumava,7,arrum
4,arrumei,5,arrum
7,casa,3,arrum
9,casamento,1,arrum
8,casar,1,arrum
3,emprego,6,arrum
2,amiga,1,fern
0,fernando,4,fern
1,noronha,4,fern
2,harry,24,lou
4,lou,1,lou
5,louca,1,lou
3,loucura,1,lou
1,louis,28,lou
0,show,29,lou
2,blusa,2,usand
1,drogas,5,usand
0,usando,34,usand
0,aparelho,12,aparelh
5,desesperada,1,aparelh
4,desespero,1,aparelh
1,tirado,6,aparelh
2,tirava,2,aparelh
3,tirei,1,aparelh
0,depressao,23,depressa
3,namorando,1,depressa
2,namorava,2,depressa
1,show,4,depressa
0,bar,37,bar
4,bara,1,bar
7,bebe,1,bar
8,bebendo,1,bar
2,beber,2,bar
6,tom,1,bar
1,tomando,2,bar
3,tomar,1,bar
5,tomou,1,bar
7,fazendo,1,orelh
4,fazia,2,orelh
3,furado,2,orelh
2,furando,2,orelh
6,furava,1,orelh
5,furei,1,orelh
1,furo,4,orelh
0,orelha,11,orelh
3,aniversario,2,buqu
0,buque,16,buqu
4,buques,1,buqu
2,flores,10,buqu
5,ganhado,1,buqu
7,ganhando,1,buqu
1,ganhava,12,buqu
6,ganhei,1,buqu
10,assisti,1,film
3,assistia,4,film
8,assistido,1,film
9,assistindo,1,film
2,assistir,5,film
5,filmada,1,film
6,filmando,1,film
0,filme,36,film
4,filmes,4,film
1,ia,13,film
7,iam,1,film
6,assisti,1,cinem
5,assistia,1,cinem
1,assistindo,9,cinem
2,assistir,5,cinem
0,cinema,17,cinem
4,cinemas,2,cinem
3,ia,4,cinem
0,eleicoes,21,eleico
5,ganha,1,eleico
4,ganhando,1,eleico
2,ganhava,10,eleico
3,ganhou,4,eleico
1,lula,14,eleico
6,lulinha,1,eleico
0,alianca,15,alianc
6,comprar,1,alianc
5,comprei,1,alianc
4,ganhado,1,alianc
2,ganhando,1,alianc
1,ganhava,2,alianc
3,ganhei,1,alianc
0,burger,6,burg
2,comendo,3,burg
3,comia,1,burg
1,king,6,burg
0,atropelada,7,atropel
3,atropelado,4,atropel
8,atropelar,1,atropel
2,atropelava,4,atropel
1,atropelei,5,atropel
9,atropelou,1,atropel
7,morreu,1,atropel
6,morria,2,atropel
10,morrido,1,atropel
4,pessoa,2,atropel
5,pessoas,2,atropel
0,anitta,14,anitt
2,chamada,1,anitt
1,chamou,1,anitt
5,pegando,1,anitt
4,pegava,1,anitt
3,peguei,1,anitt
0,corpo,24,corp
2,corpos,2,corp
3,esconder,2,corp
1,escondia,3,corp
5,matado,1,corp
7,matava,1,corp
6,matei,1,corp
4,matou,2,corp
4,amigos,1,fug
2,fugido,1,fug
0,fugindo,5,fug
1,policia,5,fug
3,policiais,1,fug
3,casa,2,min
6,casar,1,min
7,casava,1,min
5,casou,1,min
4,comigo,2,min
0,mina,12,min
1,minas,4,min
2,mini,2,min
2,amiga,5,jad
0,jade,21,jad
1,picon,21,jad
0,now,4,now
1,speak,4,now
2,taylor,4,now
0,direction,9,direction
1,one,9,direction
2,voltado,5,direction
4,voltar,1,direction
3,voltava,2,direction
1,eclipse,3,vend
3,gravida,2,vend
2,vendendo,3,vend
5,vendesse,1,vend
6,vendi,1,vend
4,vendia,2,vend
0,vendo,12,vend
2,cabelao,4,granda
1,cabelo,5,granda
0,grandao,13,granda
2,celular,5,hack
3,hackeada,4,hack
0,hackeado,12,hack
8,hackeando,1,hack
7,hackear,1,hack
5,hackearam,3,hack
4,hackeavam,4,hack
6,hackeou,1,hack
9,hacker,1,hack
1,instagram,7,hack
0,apocalipse,18,apocalips
2,meio,5,apocalips
1,zumbi,18,apocalips
3,beijava,1,dougi
0,dougie,6,dougi
1,encontrava,1,dougi
2,encontrei,1,dougi
3,alguem,2,explod
9,desesperada,1,explod
8,desesperado,1,explod
7,desespero,1,explod
4,explodi,1,explod
5,explodia,1,explod
1,explodido,3,explod
2,explodindo,2,explod
0,explodir,7,explod
6,explodiu,1,explod
6,menina,3,segu
10,menino,1,segu
0,seguia,8,segu
2,seguida,6,segu
9,seguidas,1,segu
5,seguido,3,segu
8,seguidos,1,segu
7,seguindo,2,segu
1,seguir,7,segu
4,seguiu,4,segu
3,twitter,6,segu
4,comprando,1,pist
3,comprava,1,pist
5,comprei,1,pist
0,pista,11,pist
2,pistas,1,pist
1,premium,3,pist
2,academia,2,malh
5,comecava,1,malh
4,comecei,1,malh
1,malhando,3,malh
0,malhar,5,malh
3,malhava,1,malh
0,henrique,6,henriqu
1,juliano,6,henriqu
2,show,3,henriqu
3,dia,1,trisal
1,namorava,1,trisal
2,namoro,1,trisal
0,trisal,5,trisal
2,dia,2,eleit
0,eleito,6,eleit
1,lula,6,eleit
1,gravida,8,misericord
2,ia,3,misericord
0,misericordia,36,misericord
8,casamento,1,vest
2,casando,3,vest
3,casar,2,vest
7,casava,1,vest
1,ia,3,vest
6,vesti,1,vest
5,vestiam,1,vest
0,vestido,8,vest
4,vestindo,2,vest
2,amiga,2,mai
0,maiara,7,mai
1,maraisa,7,mai
1,gravida,2,pavor
2,menina,1,pavor
3,menino,1,pavor
0,pavor,12,pavor
1,deu,14,vontad
2,fazia,2,vontad
0,vontade,18,vontad
3,acai,1,bah
1,bah,3,bah
0,bahia,5,bah
2,indo,3,bah
0,kids,6,kids
2,show,2,kids
1,stray,6,kids
3,ensinava,1,guitarr
4,ensinou,1,guitarr
0,guitarra,6,guitarr
1,tocando,3,guitarr
2,tocar,2,guitarr
1,dia,3,fer
2,errado,2,fer
0,ferias,12,fer
1,cama,6,xix
2,fazendo,4,xix
4,fazer,2,xix
3,fazia,2,xix
0,xixi,9,xix
2,ar,2,falt
4,calor,1,falt
0,falta,3,falt
3,faltar,1,falt
1,faltava,2,falt
3,gravida,4,menininh
1,linda,6,menininh
6,lindas,1,menininh
5,lindo,1,menininh
0,menininha,6,menininh
4,menininhas,2,menininh
2,menininho,4,menininh
2,conheci,1,harry
3,conhecia,1,harry
0,harry,14,harry
1,styles,14,harry
3,casa,3,louc
6,casada,1,louc
4,casava,2,louc
2,ficando,4,louc
7,ficava,1,louc
1,louca,17,louc
0,louco,37,louc
5,loucos,2,louc
2,acontecia,2,massacr
1,escola,4,massacr
0,massacre,7,massacr
5,chapa,1,chap
1,chapada,5,chap
0,chapado,6,chap
4,chapando,1,chap
2,chapeu,3,chap
7,fumando,1,chap
6,fumei,1,chap
3,lula,2,chap
1,ficando,2,matu
3,ficava,1,matu
0,matue,8,matu
2,show,2,matu
2,cabelo,3,gatilh
3,deu,3,gatilh
0,gatilho,16,gatilh
1,gatilhos,4,gatilh
3,comprar,1,terror
4,comprava,1,terror
2,comprei,1,terror
1,filme,6,terror
0,terror,22,terror
0,bieber,13,bieb
1,justin,13,bieb
2,show,5,bieb
2,namorava,2,swift
0,swift,10,swift
1,taylor,10,swift
3,casa,2,mor
0,morando,5,mor
4,morou,1,mor
1,sozinha,4,mor
2,sozinho,2,mor
3,dia,2,parceir
5,ficar,1,parceir
4,ficava,1,parceir
1,parceira,2,parceir
0,parceiro,12,parceir
2,parceiros,2,parceir
2,anunciado,2,mbapp
4,fechado,1,mbapp
5,fechou,1,mbapp
0,mbappe,10,mbapp
1,psg,3,mbapp
3,real,2,mbapp
4,amiga,1,tip
3,amigas,2,tip
1,amigos,3,tip
10,car,1,tip
2,cara,3,tip
8,caras,1,tip
6,careca,1,tip
11,carregava,1,tip
9,carrinho,1,tip
7,carro,1,tip
0,tipo,43,tip
5,tipos,1,tip
5,ficado,1,ric
3,ficar,1,ric
4,ficava,1,ric
0,rica,6,ric
1,rico,5,ric
2,vou,2,ric
2,casa,2,glor
0,gloria,9,glor
1,groove,9,glor
4,beijando,1,sab
1,dia,2,sab
2,sabado,2,sab
3,sabe,1,sab
0,sabia,6,sab
2,achado,1,ocul
0,oculos,7,ocul
1,quebrado,2,ocul
0,box,7,box
4,boxe,2,box
5,boxes,1,box
2,ganhado,3,box
3,ganhava,2,box
6,ganhei,1,box
1,livros,3,box
4,acredito,1,vap
1,fumando,2,vap
2,fumava,1,vap
3,fumei,1,vap
0,vape,6,vap
0,alegre,12,alegr
2,alegria,1,alegr
5,consegui,1,alegr
4,conseguido,1,alegr
3,porta,1,alegr
1,porto,11,alegr
1,altura,1,voav
2,baixo,1,voav
0,voava,6,voav
2,brasil,3,bts
0,bts,11,bts
1,show,8,bts
2,abria,2,recif
1,nevava,3,recif
0,recife,14,recif
4,amassado,1,amass
5,amassam,1,amass
0,amassando,3,amass
1,amassava,2,amass
7,amassei,1,amass
3,amassos,2,amass
6,amassou,1,amass
2,doido,2,amass
8,jogando,1,amass
9,jogar,1,amass
2,amiga,2,kyli
3,amigos,1,kyli
1,jenner,6,kyli
0,kylie,7,kyli
3,casa,1,estimaca
4,chamado,1,estimaca
0,estimacao,7,estimaca
1,porquinho,4,estimaca
2,tigre,3,estimaca
2,acontecem,1,peix
3,coisas,1,peix
0,peixe,5,peix
1,peixes,1,peix
1,assisti,1,narut
2,capotava,1,narut
0,naruto,6,narut
4,ano,1,escol
0,escola,9,escol
1,voltado,5,escol
2,voltava,2,escol
3,voltei,1,escol
2,abria,1,oliv
0,olivia,7,oliv
1,rodrigo,6,oliv
5,amiga,1,bolsonar
6,bad,1,bolsonar
0,bolsonaro,13,bolsonar
4,morreu,1,bolsonar
3,morria,1,bolsonar
2,morrido,2,bolsonar
1,reeleito,4,bolsonar
0,dogg,5,dogg
2,namorado,1,dogg
3,namorava,1,dogg
1,snoop,5,dogg
3,casamento,1,hogwarts
1,estudando,1,hogwarts
2,estudava,1,hogwarts
0,hogwarts,8,hogwarts
3,casa,1,diab
4,caso,1,diab
2,dava,2,diab
1,diabo,11,diab
0,diabos,11,diab
0,botafogo,18,botafog
4,ganha,1,botafog
1,ganhava,2,botafog
3,ganhou,1,botafog
6,jogador,1,botafog
5,jogando,1,botafog
2,jogo,2,botafog
0,careca,21,carec
3,chorei,2,carec
1,ficando,4,carec
2,ficava,2,carec
0,gusttavo,9,gusttav
1,lima,9,gusttav
2,show,4,gusttav
2,beijava,1,pabll
0,pabllo,5,pabll
1,vittar,5,pabll
1,amei,1,caramb
0,caramba,9,caramb
2,comprado,1,caramb
2,beleza,1,crossfit
0,crossfit,8,crossfit
1,fazendo,3,crossfit
1,alguem,5,lembr
2,consigo,5,lembr
0,lembrar,5,lembr
3,lembro,1,lembr
4,comecava,1,tirotei
2,comecei,1,tirotei
3,comecou,1,tirotei
1,meio,4,tirotei
0,tiroteio,14,tirotei
2,bbb,2,entre
1,desespero,6,entre
0,entrei,12,entre
1,demais,1,eua
2,doido,1,eua
0,eua,6,eua
0,celular,33,celul
9,ganhado,1,celul
5,ganhava,3,celul
4,novo,5,celul
1,quebrado,14,celul
3,quebrava,9,celul
7,quebrei,2,celul
8,quebrou,1,celul
6,semana,3,celul
2,tela,12,celul
4,ficando,1,vist
2,ficar,2,vist
3,namorando,2,vist
5,namorava,1,vist
1,vista,5,vist
0,visto,15,vist
1,casa,3,saind
2,indo,3,saind
0,saindo,31,saind
2,casa,2,fernand
0,fernanda,11,fernand
3,fernandes,1,fernand
1,ia,3,fernand
4,acordo,1,procur
2,casa,2,procur
3,procurada,1,procur
0,procurando,3,procur
1,procurava,2,procur
0,cartao,31,carta
2,clonado,4,carta
3,clonaram,3,carta
6,comprar,2,carta
11,comprava,1,carta
4,comprei,3,carta
10,estourado,1,carta
8,estourar,1,carta
7,estouraram,1,carta
5,estourava,2,carta
9,estourei,1,carta
1,limite,6,carta
0,assaltada,13,assalt
1,assaltado,8,assalt
3,assaltava,1,assalt
5,levaram,1,assalt
4,levavam,1,assalt
2,sendo,4,assalt
0,amante,4,amant
1,namorava,1,amant
2,podia,1,amant
5,anos,1,sept
1,furado,3,sept
3,furar,1,sept
4,furava,1,sept
2,furei,1,sept
0,septo,7,sept
5,engracado,1,enquadr
1,enquadrado,1,enquadr
0,enquadro,4,enquadr
4,levado,1,enquadr
2,levava,1,enquadr
3,levei,1,enquadr
0,basquete,12,basquet
3,gente,2,basquet
6,jogador,1,basquet
1,jogando,4,basquet
5,jogar,1,basquet
4,jogava,2,basquet
2,jogo,2,basquet
2,fazendo,4,liv
1,fazia,7,liv
3,jimin,3,liv
0,live,16,liv
4,lives,1,liv
2,acabado,1,guerr
1,brasil,2,guerr
0,guerra,8,guerr
2,assustado,1,tartarug
1,matava,2,tartarug
0,tartaruga,4,tartarug
1,criado,1,onlyfans
2,jao,1,onlyfans
0,onlyfans,4,onlyfans
0,instagram,2,instagr
1,verificado,2,instagr
5,brinca,1,brinc
0,brincando,8,brinc
3,brincar,2,brinc
2,brincava,3,brinc
1,brinco,5,brinc
6,brincos,1,brinc
4,casa,2,brinc
7,casinha,1,brinc
8,facada,1,brinc
9,facera,1,brinc
4,feliz,4,pesso
5,namorado,1,pesso
2,namorando,10,pesso
6,namorar,1,pesso
1,namorava,10,pesso
7,namoro,1,pesso
0,pessoa,29,pesso
3,pessoas,6,pesso
5,acho,1,resolv
0,resolvi,2,resolv
1,resolvia,2,resolv
2,resolvido,1,resolv
3,treta,1,resolv
4,tretas,1,resolv
5,cheira,1,cheir
6,cheirada,1,cheir
1,cheirando,6,cheir
3,cheirava,3,cheir
0,cheiro,7,cheir
4,comprar,2,cheir
2,po,6,cheir
3,amiga,1,hamilton
2,amigos,1,hamilton
0,hamilton,6,hamilton
1,lewis,6,hamilton
9,beijado,1,boc
6,beijando,2,boc
7,beijao,1,boc
8,beijar,1,boc
5,beijei,3,boc
3,beijo,5,boc
0,boca,30,boc
13,colocar,1,boc
10,colocava,1,boc
2,corinthians,6,boc
4,ganhava,5,boc
12,ganhou,1,boc
1,piercing,10,boc
15,querer,1,boc
11,queria,1,boc
14,quero,1,boc
3,conseguia,3,empreg
6,conseguido,1,empreg
0,emprego,15,empreg
2,empregos,3,empreg
1,entrevista,7,empreg
7,fazendo,1,empreg
4,fazer,3,empreg
8,fazia,1,empreg
5,novo,2,empreg
3,achei,1,gostos
4,beijava,1,gostos
0,gostosa,3,gostos
2,gostosas,1,gostos
1,gostoso,2,gostos
1,atacada,2,onca
2,atacando,1,onca
7,comendo,1,onca
5,comia,1,onca
6,comido,1,onca
4,comigo,1,onca
3,comprado,1,onca
0,onca,20,onca
2,bebe,2,camil
0,camila,7,camil
1,loures,5,camil
3,falar,2,franc
2,falava,2,franc
1,franca,3,franc
0,frances,4,franc
4,sabia,2,franc
2,assisti,1,heartstopp
1,assistindo,2,heartstopp
0,heartstopper,4,heartstopp
3,obrigada,1,heartstopp
0,bota,7,bot
7,botando,1,bot
4,botar,1,bot
6,botas,1,bot
3,botava,1,bot
5,boto,1,bot
10,comprado,1,bot
9,comprava,1,bot
11,comprei,1,bot
8,querendo,1,bot
2,queria,2,bot
1,quero,3,bot
0,academia,27,academ
2,fazendo,6,academ
4,fazia,1,academ
3,ia,2,academ
1,sinal,9,academ
6,falando,1,menin
7,falei,1,menin
0,menina,11,menin
1,menino,8,menin
2,meninos,3,menin
3,namorando,1,menin
4,namorava,1,menin
5,namoro,1,menin
4,ficando,1,l7
2,ficar,1,l7
3,ficava,1,l7
0,l7,12,l7
5,pegando,1,l7
1,pegava,2,l7
2,dia,2,janeir
0,janeiro,27,janeir
1,rio,27,janeir
0,cafe,23,caf
1,manha,9,caf
6,tomado,1,caf
2,tomando,9,caf
3,tomar,7,caf
7,tomaram,1,caf
4,tomava,2,caf
5,tomei,2,caf
0,cocaina,2,cocain
1,usava,2,cocain
3,cortado,1,franj
1,cortava,2,franj
2,cortei,1,franj
5,fazer,1,franj
4,fazia,1,franj
0,franja,6,franj
2,anunciado,1,blackpink
4,anunciando,1,blackpink
3,anunciavam,1,blackpink
0,blackpink,6,blackpink
1,comeback,6,blackpink
2,beijava,2,felip
0,felipe,9,felip
1,neto,9,felip
3,convidado,1,farof
2,convidava,1,farof
0,farofa,4,farof
1,gkay,4,farof
2,aviso,1,estrag
3,bacon,1,estrag
0,estragado,3,estrag
1,estragava,2,estrag
2,casa,2,lav
1,lavando,3,lav
3,lavar,1,lav
4,lavava,1,lav
0,roupa,4,lav
3,comendo,2,pastel
1,comia,4,pastel
4,comprando,2,pastel
2,comprar,4,pastel
0,pastel,10,pastel
0,gomes,10,gom
1,joao,10,gom
3,namorava,1,gom
2,namoravam,1,gom
0,assustada,7,assust
3,assustado,1,assust
2,barriga,2,assust
1,gravida,7,assust
0,cabelinho,13,cabelinh
1,mc,9,cabelinh
3,namorando,1,cabelinh
2,namorava,1,cabelinh
4,namoro,1,cabelinh
2,acordar,1,maldiv
0,maldivas,6,maldiv
1,realidade,2,maldiv
3,aceitas,1,cop
4,ando,1,cop
0,copa,5,cop
2,copas,1,cop
1,copos,1,cop
1,estados,11,unid
2,falando,2,unid
4,falar,1,unid
3,unido,1,unid
0,unidos,11,unid
2,amiga,3,kany
0,kanye,11,kany
1,west,11,kany
1,cabelo,5,ruiv
4,pintando,1,ruiv
3,pintava,2,ruiv
0,ruiva,7,ruiv
2,ruivo,3,ruiv
2,casa,3,jackson
3,caso,1,jackson
0,jackson,12,jackson
1,michael,12,jackson
4,aprendendo,1,formul
0,formula,5,formul
1,formulas,1,formul
2,pilotar,1,formul
3,piloto,1,formul
0,covid,10,covid
2,livre,2,covid
1,novo,3,covid
2,achando,1,oroch
1,ficava,3,oroch
0,orochi,4,oroch
6,droga,1,trafic
5,drogas,1,trafic
2,presa,2,trafic
4,preso,1,trafic
3,traficando,1,trafic
0,traficante,4,trafic
1,trafico,3,trafic
1,celular,6,tel
0,tela,7,tel
2,trincado,4,tel
4,trincava,1,tel
3,trincou,2,tel
2,brasil,1,portugal
1,morando,2,portugal
0,portugal,3,portugal
3,cabelo,2,loir
5,ficado,1,loir
4,ficando,1,loir
1,ficava,3,loir
0,loira,13,loir
2,loiro,2,loir
2,in,10,in
3,ingresso,1,in
1,rio,11,in
0,rock,11,in
0,barriguinha,5,barriguinh
1,gravida,5,barriguinh
2,linda,3,barriguinh
0,pedro,9,pedr
1,sampaio,6,pedr
2,scooby,3,pedr
4,show,2,pedr
3,surfando,2,pedr
5,surfava,1,pedr
0,marilia,6,maril
1,mendonca,5,maril
2,show,4,maril
1,anitta,1,surub
2,aviso,1,surub
0,suruba,5,surub
1,alisado,4,alis
3,alisava,1,alis
4,alisei,1,alis
0,cabelo,6,alis
2,desesperada,2,alis
3,dia,2,horari
0,horario,7,horari
1,perdi,4,horari
4,perdia,1,horari
2,perdido,2,horari
2,coisas,1,process
3,escritorio,1,process
0,processado,2,process
1,processo,2,process
0,espanha,5,espanh
4,namorado,1,espanh
3,namorando,1,espanh
1,sofia,4,espanh
2,sofias,1,espanh
0,cameron,3,cameron
1,dove,3,cameron
2,indo,2,cameron
2,amiga,2,katy
0,katy,3,katy
3,katya,1,katy
1,perry,3,katy
6,falando,1,vizinh
5,falar,1,vizinh
4,falou,1,vizinh
7,gostaria,1,vizinh
2,gostava,2,vizinh
1,vizinha,6,vizinh
0,vizinho,7,vizinh
3,vizinhos,1,vizinh
0,batman,6,batman
1,ganhei,1,batman
2,jogo,1,batman
0,cair,3,cair
1,ceu,2,cair
2,vi,2,cair
3,hora,1,mosc
0,moscou,20,mosc
1,pagode,9,mosc
2,russo,9,mosc
4,vejo,1,mosc
2,alguem,3,xing
4,menina,2,xing
9,menino,1,xing
7,xinga,1,xing
5,xingado,1,xing
1,xingando,7,xing
6,xingar,1,xing
0,xingava,9,xing
3,xingavam,2,xing
8,xingou,1,xing
3,ganhado,2,present
1,ganhava,7,present
5,ganhei,1,present
0,presente,11,present
4,presentes,1,present
2,queria,3,present
0,aguiar,12,agui
1,arthur,12,agui
2,casinha,3,agui
8,cachorra,1,cobr
9,cachorro,1,cobr
0,cobra,15,cobr
1,cobras,4,cobr
4,mae,2,cobr
5,mao,2,cobr
2,picada,3,cobr
10,picado,1,cobr
7,picando,1,cobr
3,picar,2,cobr
6,picava,2,cobr
11,picou,1,cobr
4,conhecer,1,mess
2,conhecia,1,mess
3,conhecido,1,mess
1,flamengo,2,mess
0,messi,9,mess
0,bbb,10,bbb
3,convidada,1,bbb
1,ganhando,1,bbb
2,ganhava,1,bbb
3,anitta,1,gir
4,cg,1,gir
0,gira,8,gir
1,giria,1,gir
2,girou,1,gir
5,acontece,1,acontec
0,acontecendo,4,acontec
6,acontecer,1,acontec
4,aconteceria,1,acontec
7,aconteceu,1,acontec
1,acontecia,2,acontec
2,acontecido,2,acontec
8,acordo,1,acontec
3,queria,2,acontec
0,filipe,11,filip
2,foto,2,filip
1,ret,11,filip
4,alguem,1,avia
0,aviao,20,avia
2,caia,8,avia
1,caiu,10,avia
3,casa,2,avia
2,choque,1,fri
0,frio,3,fri
1,tremendo,3,fri
0,connor,11,connor
1,kit,11,connor
3,namorando,1,connor
2,namorava,3,connor
1,caos,1,elit
0,elite,6,elit
2,encontro,1,elit
2,cristiano,4,net
0,neto,5,net
1,ze,5,net
2,alma,1,brux
0,bruxa,3,brux
1,bruxo,2,brux
3,cantado,1,brux
0,deolane,4,deolan
1,filha,2,deolan
2,filho,1,deolan
3,morria,1,deolan
3,acordar,1,tranc
4,cabeca,1,tranc
0,tranca,4,tranc
